8
505683.0
200
0
1	1	2
14	1	2
3	1	1
16	1	10
6	1	10
3	1	15
4	1	13
19	1	10
6	1	8
3	1	7
1	1	12
12	1	11
7	1	7
14	1	8
10	1	9
8	1	1
5	2	12
7	2	15
11	2	4
16	2	8
20	2	12
3	2	5
15	2	7
10	2	7
14	2	10
3	2	8
7	2	12
8	2	14
19	2	6
1	2	12
7	2	10
19	2	3
1	2	12
13	2	15
12	2	10
2	2	11
6	2	2
2	2	3
12	2	7
2	2	12
12	3	6
7	3	8
13	3	5
8	3	8
19	3	7
5	3	3
13	3	13
15	3	15
15	3	12
8	3	5
14	3	13
1	3	10
10	3	7
13	3	13
12	3	12
17	3	13
7	3	15
8	3	15
13	3	6
12	3	15
1	3	15
9	4	7
20	4	11
19	4	5
4	4	14
19	4	6
18	4	6
20	4	13
14	4	6
10	4	4
18	4	10
3	4	8
7	4	14
7	4	13
10	4	12
16	4	6
15	4	11
11	4	5
20	5	8
3	5	14
5	5	5
9	5	11
7	5	5
9	5	9
4	5	5
12	5	11
14	5	14
14	5	6
17	5	12
17	5	6
12	5	11
6	5	14
18	5	8
16	5	5
19	5	12
10	5	14
4	6	13
2	6	12
20	6	8
12	6	11
15	6	9
9	6	12
1	6	9
12	6	11
19	6	10
3	6	10
19	6	8
3	6	12
15	6	14
20	6	12
13	7	15
9	7	14
11	7	13
15	7	10
14	7	14
15	7	12
19	7	14
10	7	11
13	8	8
1	8	12
11	8	9
10	8	9
10	8	12
16	8	10
20	8	13
17	8	14
2	8	13
3	9	13
16	9	12
4	9	13
15	9	12
8	9	10
8	9	13
17	9	11
18	9	12
13	10	10
8	10	12
16	10	10
11	10	10
14	10	11
11	10	13
14	10	9
15	10	9
17	9	8
3	10	8
15	10	8
18	8	7
12	8	7
9	9	7
17	10	7
10	9	7
10	8	7
6	8	7
12	8	7
15	9	6
17	10	6
4	10	6
14	8	6
16	8	6
14	8	6
5	9	5
12	8	5
6	7	5
12	8	5
17	10	5
7	7	5
13	7	5
11	6	4
7	5	4
10	10	4
10	5	4
18	9	4
2	5	4
10	10	4
13	9	3
15	7	3
8	9	3
3	5	3
20	10	3
6	5	3
4	8	3
13	6	3
13	9	3
8	6	2
9	4	2
8	6	2
2	8	2
8	10	2
18	4	2
10	9	2
10	5	1
11	6	1
6	5	1
2	7	1
3	5	1
17	5	1
11	3	1
9	6	1
13	6	1
12	10	1
