6
1891139.0
500
0
16	1	14
12	1	8
13	1	2
19	1	4
15	1	15
17	1	6
10	1	10
20	1	8
11	1	14
7	1	8
13	1	5
15	1	7
16	1	15
6	1	2
11	1	15
3	1	8
13	1	6
13	1	11
20	1	9
11	1	12
16	1	12
15	1	8
4	1	8
19	1	12
6	1	1
7	1	2
9	1	9
1	1	1
18	1	14
4	1	13
13	1	9
15	1	4
1	1	14
10	1	9
9	1	6
15	1	7
6	1	11
3	1	4
6	1	9
2	1	13
6	1	10
11	1	7
2	1	15
18	1	10
20	1	6
18	1	15
5	1	3
12	1	8
13	1	13
10	1	3
7	1	3
9	1	13
4	1	14
20	2	9
15	2	8
1	2	4
7	2	14
8	2	7
3	2	9
16	2	5
4	2	10
16	2	14
16	2	14
3	2	15
2	2	6
19	2	11
20	2	8
10	2	13
3	2	3
11	2	10
19	2	8
3	2	8
19	2	15
7	2	10
1	2	5
15	2	11
16	2	15
4	2	10
19	2	9
8	2	3
14	2	9
5	2	9
9	2	4
4	2	2
11	2	7
6	2	11
8	2	5
12	2	7
11	2	12
4	2	9
12	2	3
6	2	2
3	2	6
16	2	5
6	2	5
5	2	12
6	2	10
14	2	9
6	3	5
13	3	6
17	3	9
4	3	6
17	3	14
16	3	12
12	3	8
18	3	8
10	3	11
16	3	10
18	3	5
20	3	3
5	3	9
1	3	10
8	3	8
5	3	4
1	3	10
12	3	9
9	3	14
2	3	7
13	3	10
15	3	6
15	3	9
4	3	13
2	3	12
14	3	6
5	3	15
20	3	10
6	3	13
5	3	10
11	3	4
17	3	7
7	3	9
13	3	14
12	3	4
20	3	5
19	3	14
19	3	13
18	3	11
7	3	3
12	3	13
4	3	14
3	3	15
2	3	14
18	3	7
18	3	14
14	3	12
12	3	9
8	3	14
5	3	4
16	3	4
3	3	15
1	3	9
1	3	12
18	3	7
6	3	3
7	3	11
19	3	9
15	3	3
11	3	14
13	3	14
1	4	13
10	4	7
4	4	11
6	4	14
3	4	5
5	4	13
1	4	10
14	4	11
8	4	10
13	4	6
15	4	9
17	4	11
4	4	4
1	4	6
18	4	15
15	4	11
8	4	4
11	4	5
5	4	8
18	4	14
8	4	12
2	4	7
16	4	13
8	4	5
20	4	5
7	4	11
1	4	6
2	4	13
3	4	5
16	4	6
14	4	15
12	4	14
3	4	12
20	4	7
4	4	12
12	4	12
14	5	13
18	5	8
11	5	6
12	5	10
13	5	11
9	5	12
8	5	11
6	5	8
8	5	8
5	5	13
3	5	12
11	5	10
13	5	12
2	5	7
11	5	10
13	5	13
11	5	11
14	5	5
11	5	15
17	5	13
3	5	12
3	5	6
5	5	9
8	5	13
6	5	7
14	5	12
4	6	14
3	6	13
20	6	9
10	6	8
11	6	7
19	6	15
20	6	12
3	6	11
6	6	14
12	6	7
7	6	11
13	6	13
8	6	10
14	6	7
6	6	8
2	6	15
8	6	14
12	6	6
4	6	6
17	6	13
13	6	9
4	6	13
5	6	9
7	6	6
19	6	9
8	6	15
1	6	9
12	6	6
12	6	6
17	6	15
20	6	7
16	6	11
3	6	15
13	7	8
14	7	13
16	7	14
19	7	11
18	7	11
15	7	8
15	7	10
20	7	11
16	7	14
17	7	12
8	7	14
11	7	13
8	7	10
5	7	7
10	7	7
7	7	11
6	7	9
20	7	7
3	7	14
2	7	7
16	7	14
7	7	11
19	7	14
2	7	10
18	7	15
3	7	13
13	7	12
13	7	10
17	7	7
7	7	9
3	7	7
20	7	9
12	7	9
8	7	14
14	7	10
9	7	12
18	7	14
11	8	10
1	8	8
9	8	11
13	8	14
8	8	10
5	8	9
3	8	9
9	8	8
9	8	9
4	8	11
14	8	14
7	8	14
5	8	11
6	8	12
5	8	14
12	8	15
7	8	10
9	8	13
3	8	9
5	8	10
20	8	12
12	8	9
9	8	12
2	8	12
8	8	15
12	8	9
6	8	12
8	8	11
18	8	10
20	9	15
3	9	13
9	9	11
3	9	9
18	9	12
5	9	10
14	9	12
8	9	10
16	9	9
10	9	10
14	9	13
19	9	9
18	9	13
2	9	11
2	9	11
1	9	13
8	10	14
18	10	15
17	10	11
11	10	13
16	10	11
10	10	11
12	10	11
1	10	14
15	10	12
1	10	13
12	10	15
9	10	10
14	10	11
15	10	11
6	10	13
5	10	9
9	10	9
17	10	9
5	10	9
5	9	8
19	10	8
18	10	8
17	9	8
13	10	8
2	9	8
11	9	7
20	9	7
12	9	7
18	9	7
3	9	7
2	8	7
9	8	7
9	8	7
12	9	7
18	10	7
13	10	7
17	9	7
13	9	7
9	8	7
16	8	7
2	8	6
8	8	6
3	8	6
15	8	6
5	7	6
7	7	6
20	7	6
9	10	6
5	7	6
11	8	6
11	8	6
6	8	6
19	7	5
16	10	5
14	6	5
1	7	5
2	6	5
3	10	5
17	10	5
11	9	5
13	7	5
13	9	5
5	9	5
10	10	5
20	6	5
4	10	4
6	6	4
3	10	4
15	8	4
17	7	4
16	5	4
1	9	4
20	10	4
6	7	4
5	9	4
12	6	4
13	6	4
19	5	4
16	6	4
5	7	4
4	4	3
10	9	3
5	8	3
5	8	3
4	6	3
18	6	3
20	8	3
8	7	3
18	5	3
3	4	3
2	10	3
17	5	3
16	10	3
1	10	3
6	10	3
11	9	3
17	9	3
4	8	3
6	9	3
7	5	3
5	9	3
9	8	3
1	5	3
3	6	3
10	9	3
12	4	3
11	8	3
5	7	2
11	8	2
5	8	2
5	7	2
7	6	2
19	8	2
20	8	2
5	7	2
13	4	2
17	5	2
1	8	2
4	10	2
6	9	2
1	8	2
10	5	2
12	4	2
5	7	2
2	6	2
12	10	2
8	8	2
2	9	2
10	9	2
16	3	2
18	8	2
3	10	2
4	10	2
14	5	2
16	10	2
11	4	2
18	4	1
13	10	1
7	2	1
13	3	1
9	2	1
4	7	1
18	4	1
3	5	1
8	9	1
14	7	1
14	2	1
18	9	1
16	4	1
6	4	1
10	6	1
6	9	1
10	9	1
12	10	1
20	9	1
2	5	1
15	2	1
11	8	1
6	8	1
2	3	1
7	5	1
13	6	1
20	8	1
20	10	1
