8
3323393.0
500
0
7	1	8
5	1	10
8	1	3
15	1	3
11	1	6
13	1	4
3	1	5
5	1	3
6	1	1
16	1	6
17	1	10
12	1	6
10	1	1
4	1	4
11	1	11
3	1	8
17	1	12
15	1	13
8	1	6
5	1	13
19	1	10
12	1	1
9	1	2
14	1	9
8	1	13
3	1	10
15	1	6
10	1	3
10	1	10
18	1	10
17	1	14
5	1	8
4	1	9
12	1	11
10	1	3
11	1	1
15	1	8
11	1	11
1	1	5
5	1	4
18	1	11
6	2	8
1	2	14
5	2	15
20	2	12
9	2	10
14	2	2
17	2	6
5	2	8
17	2	10
1	2	4
16	2	12
14	2	12
5	2	8
19	2	15
20	2	7
16	2	9
18	2	3
6	2	15
16	2	6
10	2	4
13	2	9
1	2	12
20	2	13
12	2	8
18	2	7
13	2	15
14	2	14
20	2	14
19	2	5
11	2	7
17	2	9
2	2	3
9	2	3
3	2	4
1	2	8
5	2	9
18	2	9
6	2	5
13	2	14
7	2	5
15	2	6
12	2	13
19	2	3
7	2	9
9	2	13
10	2	12
7	2	10
13	2	8
17	3	14
18	3	4
14	3	5
19	3	8
5	3	13
13	3	9
10	3	13
11	3	5
11	3	7
4	3	4
9	3	7
5	3	10
15	3	6
7	3	7
1	3	13
14	3	8
3	3	13
12	3	14
18	3	11
12	3	13
17	3	14
7	3	12
9	3	8
20	3	6
16	3	5
3	3	9
20	3	10
11	3	7
8	3	15
8	3	14
14	3	13
18	3	13
15	3	13
4	3	5
5	3	15
13	3	12
17	3	12
10	3	11
8	3	14
16	3	14
9	3	10
11	3	12
1	3	9
20	3	5
4	3	6
13	3	6
11	4	4
2	4	4
15	4	4
5	4	10
10	4	12
6	4	7
3	4	8
20	4	4
6	4	14
2	4	11
16	4	15
10	4	9
8	4	4
19	4	4
8	4	5
11	4	14
16	4	9
15	4	5
17	4	13
13	4	11
10	4	11
8	4	14
4	4	8
6	4	14
18	4	9
18	4	15
20	4	14
9	4	7
12	4	10
7	4	13
3	4	13
16	4	5
14	4	12
20	4	12
3	4	15
7	4	7
3	4	4
8	4	12
14	4	6
10	4	14
14	4	12
15	4	5
11	4	5
12	4	12
12	4	4
12	5	13
13	5	8
1	5	14
11	5	11
6	5	11
7	5	14
17	5	15
2	5	6
16	5	15
11	5	8
14	5	12
14	5	9
9	5	8
20	5	11
10	5	11
7	5	15
6	5	12
12	5	11
3	5	12
2	5	12
12	5	14
8	5	13
7	5	5
16	5	13
17	5	5
14	5	8
15	5	12
19	5	11
17	5	5
17	5	13
13	5	8
19	5	6
11	6	11
2	6	15
3	6	7
20	6	6
16	6	13
4	6	15
3	6	10
17	6	9
9	6	10
14	6	10
6	6	6
20	6	13
10	6	12
20	6	7
3	6	6
19	6	12
13	6	12
14	6	10
4	6	14
17	6	8
2	6	7
7	6	6
4	6	10
6	6	6
16	7	7
8	7	15
8	7	7
10	7	9
8	7	8
20	7	14
15	7	12
9	7	10
7	7	7
19	7	13
20	7	9
15	7	14
15	7	9
7	7	11
2	7	11
8	7	7
20	7	13
15	7	15
11	7	12
9	7	10
9	7	7
18	7	12
13	7	12
1	7	12
15	7	12
12	7	15
17	7	7
16	7	10
7	7	15
13	7	13
18	7	14
5	7	15
6	7	12
20	7	9
17	7	10
5	7	15
15	7	15
15	7	12
5	8	10
1	8	13
19	8	15
4	8	15
1	8	10
10	8	13
6	8	12
13	8	12
4	8	14
3	8	13
17	8	12
11	8	15
11	8	11
12	8	9
1	8	14
20	8	9
14	8	10
1	8	15
8	8	8
13	9	13
9	9	12
2	9	10
10	9	15
2	9	14
19	9	12
5	9	12
10	9	12
10	9	15
20	9	12
7	9	11
8	9	9
16	9	12
18	9	11
19	9	10
18	9	12
